10,12,15
18,15,15
20,10,10
11,12,18
13,20,19
13,17,12
19,16,12
16,11,13
10,19,18
9,19,16
16,13,9
20,9,15
17,8,9
12,16,17
8,14,20
11,12,13
8,19,11
13,18,13
8,14,19
12,9,12
18,15,17
10,18,17
12,13,19
12,10,15
18,18,15
12,9,15
14,19,10
14,12,14
10,20,14
13,18,16
10,14,9
14,10,17
18,16,8
11,8,18
17,8,12
15,13,17
13,11,18
13,20,12
13,19,11
14,14,14
8,11,10
19,18,10
19,9,17
9,17,16
10,19,19
9,8,14
16,12,20
8,11,11
16,10,13
16,12,16
11,8,17
16,16,19
18,10,14
9,11,18
18,16,11
11,14,14
19,11,11
17,20,11
13,13,13
8,18,11
15,18,10
17,17,15
16,15,20
19,12,15
17,12,18
14,10,20
19,19,9
9,20,9
20,14,8
15,9,9
16,18,8
16,10,15
14,10,11
16,15,8
15,12,9
12,12,16
13,14,10
18,17,14
19,17,13
11,20,13
10,20,20
14,11,9
8,13,19
10,17,10
16,16,17
8,10,16
9,8,12
13,20,17
9,20,13
16,11,15
8,14,19
18,14,10
20,16,18
15,16,15
20,11,11
14,13,15
16,19,8
14,15,10
17,10,20
9,18,10
18,16,20
8,18,12
13,16,11
13,8,19
19,16,20
13,19,11
8,13,20
9,18,8
14,11,15
16,13,8
16,17,11
9,9,19
17,13,14
20,16,14
19,16,17
18,19,9
11,14,15
15,20,20
16,9,11
10,14,20
16,18,15
18,17,15
9,10,11
11,13,10
15,19,9
14,17,8
15,10,18
16,12,10
11,20,12
15,19,13
19,17,9
12,13,16
11,17,12
15,12,19
16,8,15
18,13,14
16,8,19
13,15,8
10,12,12
17,10,18
15,19,13
14,8,14
14,15,13
18,16,16
17,17,20
15,14,8
16,18,15
8,13,9
20,17,11
10,11,11
8,16,14
10,9,11
20,12,20
19,9,10
17,12,15
15,18,8
16,14,14
8,9,19
15,19,12
17,13,17
14,14,13
13,15,19
13,13,18
18,10,19
12,8,10
10,13,15
12,19,16
13,13,14
18,10,8
11,14,16
11,20,9
16,10,11
15,19,17
17,18,14
8,14,12
18,10,9
15,19,16
14,15,12
19,11,14
13,16,19
18,12,15
20,19,8
20,15,15
14,15,15
12,18,19
13,11,12
14,18,13
8,8,14
15,13,15
14,13,12
9,13,14
17,11,14
11,14,14
17,15,10
8,16,9
8,14,13
17,15,11
17,10,19
11,18,16
12,8,13
15,11,10
9,19,11
17,18,19
14,18,11
11,11,15
19,11,12
16,9,16
9,13,13
9,19,12
20,17,10
19,19,11
16,12,18
13,11,10
14,19,15
12,11,14
19,8,8
17,9,11
15,18,19
16,11,12
14,13,11
16,14,16
20,15,12
8,14,14
8,13,18
11,15,10
14,10,12
19,15,11
15,14,15
18,8,14
10,16,14
12,14,20
18,10,9
10,14,9
16,18,20
19,10,9
16,19,13
12,8,19
20,15,17
19,18,11
18,12,20
8,12,12
8,16,10
14,18,15
12,17,20
14,20,16
9,10,10
15,14,18
14,18,11
18,19,10
15,12,9
19,13,19
20,15,16
19,12,14
18,16,14
17,15,15
18,9,16
11,8,15
20,12,9
12,18,20
18,15,17
11,8,12
10,19,10
18,11,16
16,12,20
16,11,13
16,10,16
14,13,19
9,9,16
9,8,13
18,10,17
18,15,12
19,19,15
19,16,8
13,18,16
13,19,17
16,15,9
9,16,8
13,8,8
11,17,10
19,19,13
15,11,17
10,11,18
10,15,12
12,18,10
13,16,15
18,8,8
13,10,17
13,19,12
15,12,14
18,14,16
20,12,19
16,14,12
15,8,9
13,12,9
15,12,12
18,14,19
14,12,11
13,17,10
8,20,20
14,16,8
10,13,17
20,18,9
8,20,8
12,20,20
18,14,10
19,13,20
9,9,20
18,9,10
8,20,14
9,20,16
8,17,14
20,20,14
16,20,17
13,20,20
19,18,12
9,19,15
13,16,9
12,10,13
13,14,17
8,18,13
16,12,13
11,19,11
19,18,13
9,19,18
10,8,9
12,11,19
13,17,13
20,9,9
11,18,16
18,13,18
14,18,10
12,8,19
15,9,18
9,10,16
14,17,17
13,11,9
10,14,12
16,20,11
10,15,18
19,11,11
20,14,16
18,8,9
13,11,20
12,13,8
10,13,12
17,8,16
9,11,9
20,16,20
10,18,16
14,9,15
19,12,18
18,11,11
18,12,18
17,18,8
17,18,8
13,13,18
15,17,19
18,15,17
17,20,16
16,13,8
19,14,16
12,18,20
15,17,15
14,12,11
19,9,18
20,17,20
9,15,15
11,9,13
18,9,11
20,16,16
17,10,20
17,20,16
18,18,10
11,10,10
12,14,19
9,12,12
11,10,14
19,13,16
12,19,14
9,20,11
16,9,11
19,12,10
15,13,17
14,10,8
17,20,15
19,17,13
9,15,17
9,19,15
17,8,8
18,8,20
18,13,11
14,19,19
11,11,12
18,10,20
14,11,15
11,11,12
16,20,16
9,9,13
16,18,9
17,12,15
20,17,8
10,17,20
13,16,11
19,10,19
14,12,9
9,9,20
19,9,8
17,10,10
17,8,13
9,8,17
10,8,19
8,13,9
20,8,8
16,12,12
11,13,9
15,8,18
17,13,13
13,10,14
14,8,8
16,20,10
20,18,14
15,9,14
13,20,11
17,11,14
15,15,13
11,10,16
8,13,17
19,8,11
15,20,14
18,8,13
11,16,12
12,8,8
11,8,9
20,19,10
10,9,19
15,18,15
12,13,20
11,17,16
17,16,8
19,20,16
13,11,8
10,9,17
20,9,14
12,14,14
10,20,18
9,8,10
19,20,20
15,11,12
12,12,9
13,18,18
15,19,15
20,17,20
14,11,8
10,11,19
10,9,15
17,14,15
9,17,15
18,18,9
15,9,19
12,20,11
19,17,11
8,10,18
20,20,17
15,20,18
12,8,15
15,14,19
11,18,16
19,15,12
18,12,18
12,17,16
16,8,13
11,20,16
13,16,9
9,13,11
11,12,8
16,12,10
19,12,15
18,9,10
12,11,14
9,11,16
12,20,16
11,10,19
15,19,17
15,8,11
9,16,11
18,17,11
12,17,10
13,20,14
8,18,16
8,11,12
8,17,8
16,18,8
10,12,8
18,20,16
10,14,16
19,13,19
15,14,20
20,16,19
15,13,10
15,8,14
18,18,20
11,19,16
15,18,10
18,18,15
17,10,17
17,13,13
12,16,12
18,9,11
20,13,10
17,13,16
10,14,13
20,11,19
18,19,10
20,14,13
18,19,10
17,12,16
12,16,14
18,17,8
12,14,18
11,9,14
9,20,15
18,10,10
9,14,18
16,18,10
16,10,8
9,18,9
8,18,13
16,11,17
20,11,9
12,8,12
19,19,12
19,10,13
14,17,19
14,17,13
11,9,15
19,15,20
19,16,19
17,15,10
16,15,13
9,12,13
18,11,16
8,10,20
10,20,8
15,16,19
18,19,13
17,11,14
8,11,13
8,18,19
11,14,18
18,14,14
17,8,10
17,12,20
13,15,20
14,16,12
17,8,11
9,14,11
19,15,19
8,10,18
14,10,19
11,16,13
10,18,9
13,16,10
16,16,20
17,19,14
8,18,11
8,11,12
10,20,9
11,11,16
15,17,8
10,12,10
18,12,20
12,17,12
17,20,11
17,10,15
11,19,18
19,11,11
17,12,9
19,9,11
9,16,16
18,10,17
12,13,11
9,9,14
20,8,14
9,8,18
8,17,15
16,16,8
17,19,18
19,15,17
19,8,11
14,14,10
9,8,17
15,11,14
14,18,19
11,14,10
10,17,18
17,19,16
12,13,10
9,16,14
15,10,18
14,11,13
12,18,18
18,16,16
13,8,15
10,19,19
14,15,10
16,16,11
13,12,9
9,12,13
11,15,10
18,18,16
18,20,18
13,9,13
17,16,20
8,10,18
15,15,14
17,15,13
20,14,15
10,8,15
9,18,8
15,17,10
12,17,9
14,17,11
11,10,20
19,12,14
8,19,18
12,16,9
18,11,8
8,9,9
8,11,18
19,8,12
18,13,15
15,16,8
18,9,19
16,16,9
11,15,19
18,20,11
12,17,11
20,14,10
15,9,18
19,14,15
18,12,12
13,13,8
12,9,10
13,20,9
16,14,11
12,15,14
19,11,14
17,12,16
12,15,8
13,12,13
20,17,17
11,11,9
8,20,19
14,16,15
20,20,15
19,19,13
17,9,12
11,19,13
17,15,12
11,17,14
12,16,12
9,15,14
19,14,11
18,20,12
8,18,16
15,18,16
10,11,10
20,15,18
20,13,10
16,9,17
18,14,19
20,18,17
17,13,18
16,19,16
12,10,17
8,18,15
10,14,17
15,13,15
11,15,20
8,12,11
9,19,8
13,8,11
10,11,17
15,15,17
20,20,17
8,10,15
11,19,14
11,16,18
9,9,14
9,8,20
9,19,18
14,10,14
13,9,18
20,10,10
12,8,14
20,8,17
20,14,10
19,15,18
17,8,12
8,10,11
8,8,15
8,9,10
13,17,15
15,13,12
18,20,19
12,16,15
20,10,19
14,17,11
9,9,14
11,18,20
18,16,17
19,10,11
14,9,19
11,9,14
10,18,19
20,18,20
18,13,18
18,10,18
16,12,19
13,14,14
8,19,9
17,13,18
13,19,19
12,16,11
10,18,15
19,17,9
12,11,18
16,13,17
16,19,16
12,14,14
18,18,15
12,12,15
17,16,17
13,19,9
9,16,16
15,13,9
16,14,13
9,9,17
14,8,8
17,12,17
11,14,8
16,12,14
15,12,13
20,13,18
11,16,9
14,17,18
17,20,9
10,13,15
15,12,8
15,17,18
9,14,13
20,12,14
16,14,12
19,8,17
18,9,19
10,17,14
16,15,8
9,17,13
20,8,13
19,12,11
16,19,17
18,15,17
17,20,17
8,13,15
18,9,14
17,18,9
13,13,9
16,15,19
13,16,14
11,9,17
17,17,14
20,15,18
15,16,18
13,15,13
9,9,10
10,10,9
13,12,18
13,8,13
13,11,17
9,20,12
8,11,8
8,19,8
16,16,8
12,9,20
17,16,14
13,20,15
13,18,20
11,13,11
15,11,8
15,14,17
8,10,17
20,8,9
13,17,13
9,10,16
9,15,14
17,20,16
13,15,20
13,13,10
10,12,20
16,18,18
13,18,10
14,13,14
11,13,11
15,15,17
13,15,14
10,18,10
12,20,10
10,19,10
15,12,16
19,8,18
8,12,15
18,8,12
12,12,9
8,16,11
9,8,8
8,16,18
12,16,17
14,11,8
15,20,10
12,18,18
13,8,14
12,13,12
14,12,18
17,18,11
18,11,9
14,10,19
17,20,8
19,9,14
20,17,11
12,15,8
16,18,10
11,13,8
17,11,13
16,13,14
13,18,9
14,13,20
20,19,15
9,8,10
19,15,11
19,13,19
16,10,20
18,13,18
12,19,8
16,20,9
11,13,9
17,17,16
9,8,8
20,11,19
12,13,15
18,11,17
9,16,13
20,10,20
18,8,13
8,10,20
8,11,17
19,14,18
18,11,18
9,8,9
9,16,10
10,9,18
20,13,16
14,17,10
13,10,11
11,9,9
11,13,8
20,10,14
19,10,9
15,18,14
19,18,14
15,15,19
11,19,8
13,12,18
17,10,12
20,11,13
20,12,13
11,9,12
12,14,16
17,11,20
18,15,16
18,19,14
19,9,8
15,14,11
20,14,15
16,10,8
18,13,11
13,19,11
19,14,12
13,11,10
8,16,15
16,12,16
9,15,20
9,20,10
20,11,17
17,13,18
11,20,14
20,20,14
16,12,12
9,18,11
20,15,14
11,19,12
9,8,20
18,10,11
13,15,14
19,13,15
17,8,19
13,18,16
19,15,10
17,16,19
11,9,13
14,9,8
13,13,20
